category,link,price,time,title
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1065-pc-gamer-armada--amd-ryzen-3-3200g-y-2x4gb-y-vega-8.html,36099.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 3 3200G + 2X4GB + VEGA 8
pc hogar y oficina,https://www.gezatek.com.ar/tienda/pc-hogar-y-oficina/1771-pc-armada--amd-ryzen-3-3200g-y-a320-y-4gb-y-1tb.html,34399.00,2020-11-3 2:14,PC Armada | AMD Ryzen 3 3200G + A320 + 4GB + 1TB
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1125-combo-actualizacion-pc-amd-ryzen-5-3400g-y-a320-y-2x4gb.html,31499.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 5 3400G + A320 + 2X4GB
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1538-pc-gamer-armada--amd-a8-9600-y-2x4gb-y-radeon-r7.html,28599.00,2020-11-3 2:14,PC Gamer Armada | AMD A8 9600 + 2X4GB + Radeon R7
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1393-pc-gamer-armada--amd-athlon-3000g-y-2x4gb-y-vega-3.html,28299.00,2020-11-3 2:14,PC Gamer Armada | AMD Athlon 3000G + 2X4GB + VEGA 3
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/2461-micro-amd-ryzen-5-3600xt---6-nucleos--12-threads-45ghz-am4.html,27799.00,2020-11-3 2:14,Micro AMD Ryzen 5 3600XT - 6 NÃºcleos / 12 Threads 4.5Ghz AM4
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1119-combo-actualizacion-pc-amd-ryzen-5-2600-y-a320-y-8gb-y-xbox-pass.html,27099.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 5 2600 + A320 + 8GB
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1062-pc-gamer-armada--amd-a8-9600-y-4gb-y-radeon-r7.html,26899.00,2020-11-3 2:14,PC Gamer Armada | AMD A8 9600 + 4GB + Radeon R7
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1537-pc-gamer-armada--amd-a6-9500-y-2x4gb-y-radeon-r5.html,26799.00,2020-11-3 2:14,PC Gamer Armada | AMD A6 9500 + 2X4GB + Radeon R5
pc hogar y oficina,https://www.gezatek.com.ar/tienda/pc-hogar-y-oficina/1770-pc-armada--amd-athlon-3000g-y-a320-y-4gb-y-1tb.html,26599.00,2020-11-3 2:14,PC Armada | AMD Athlon 3000G + A320 + 4GB + 1TB
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1539-pc-gamer-armada--amd-athlon-3000g-y-4gb-y-vega-3.html,26599.00,2020-11-3 2:14,PC Gamer Armada | AMD Athlon 3000G + 4GB + VEGA 3
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1061-pc-gamer-armada--amd-a6-9500-y-4gb-y-radeon-r5.html,25099.00,2020-11-3 2:14,PC Gamer Armada | AMD A6 9500 + 4GB + Radeon R5
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/874-placa-de-video-gigabyte-amd-radeon-rx580-gaming-8gb-gddr5.html,24999.00,2020-11-3 2:14,Placa de Video Gigabyte AMD Radeon RX580 Gaming 8Gb GDDR5
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1811-micro-amd-ryzen-5-3600---6-nucleos--12-threads-42ghz-am4.html,24499.00,2020-11-3 2:14,Micro AMD Ryzen 5 3600 - 6 NÃºcleos / 12 Threads 4.2Ghz AM4
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1124-combo-actualizacion-pc-amd-ryzen-3-3200g-y-a320-y-2x4gb.html,24499.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 3 3200G + A320 + 2X4GB
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1120-combo-actualizacion-pc-amd-ryzen-3-3100-y-b450-y-8gb.html,24299.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 3 3100 + B450 + 8GB
pc hogar y oficina,https://www.gezatek.com.ar/tienda/pc-hogar-y-oficina/1051-pc-armada--amd-a6-7480-y-a68-y-4gb-ddr3-y-1tb.html,24099.00,2020-11-3 2:14,PC Armada | AMD A6 7480 + A68 + 4GB DDR3 + 1TB
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/926-placa-de-video-gigabyte-amd-radeon-rx570-gaming-8gb-gddr5.html,21999.00,2020-11-3 2:14,Placa de Video Gigabyte AMD Radeon RX570 Gaming 8GB GDDR5
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1474-cooler-cpu-cooler-master-masterair-ma410m-argb-intelamd.html,21199.00,2020-11-3 2:14,Cooler CPU Cooler Master MasterAir MA410M ARGB Intel/AMD
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/1827-cyber-days-placa-de-video-msi-amd-radeon-rx570-armor-oc-8gb-gddr5.html,19999.00,2020-11-3 2:15,CYBER DAYS! Placa de Video MSI AMD Radeon RX570 ARMOR OC 8Gb GDDR5
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/2602-micro-amd-ryzen-5-3500x---6-nucleos-41ghz-am4.html,18499.00,2020-11-3 2:15,Micro AMD Ryzen 5 3500X - 6 NÃºcleos 4.1Ghz AM4
pc hogar y oficina,https://www.gezatek.com.ar/tienda/pc-hogar-y-oficina/1057-pc-armada--amd-e6010-y-4gb-ddr3-y-ssd.html,18299.00,2020-11-3 2:15,PC Armada | AMD E6010 + 4GB DDR3 + SSD
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/761-micro-amd-ryzen-5-2600-hexacore-am4.html,17099.00,2020-11-3 2:15,Micro AMD Ryzen 5 2600 HexaCore AM4
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1112-combo-actualizacion-pc-amd-athlon-3000g-y-a320-y-2x4gb.html,16699.00,2020-11-3 2:15,Combo ActualizaciÃ³n PC AMD Athlon 3000G + A320 + 2X4GB
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/1828-cyber-days-placa-de-video-msi-amd-radeon-rx570-armor-oc-4gb-gddr5.html,15999.00,2020-11-3 2:15,CYBER DAYS! Placa de Video MSI AMD Radeon RX570 ARMOR OC 4Gb GDDR5
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1116-combo-actualizacion-pc-amd-a8-9600-y-a320-y-4gb.html,15199.00,2020-11-3 2:15,Combo ActualizaciÃ³n PC AMD A8 9600 + A320 + 4GB
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1392-combo-actualizacion-pc-amd-athlon-3000g-y-a320-y-4gb.html,14899.00,2020-11-3 2:15,Combo ActualizaciÃ³n PC AMD Athlon 3000G + A320 + 4GB
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/929-micro-amd-ryzen-3-3200g-quadcore-y-vega-8-am4.html,13999.00,2020-11-3 2:15,Micro AMD Ryzen 3 3200G QuadCore + Vega 8 AM4
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1115-combo-actualizacion-pc-amd-a6-9500-y-a320--y-4gb.html,13399.00,2020-11-3 2:15,Combo ActualizaciÃ³n PC AMD A6 9500 + A320  + 4GB
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1113-combo-actualizacion-pc-amd-apu-a6-7480-y-a68-y-4gb.html,12399.00,2020-11-3 2:15,Combo ActualizaciÃ³n PC AMD APU A6 7480 + A68 + 4GB
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/2501-micro-amd-ryzen-3-3100---4-nucleos--8-threads-39ghz-am4.html,11999.00,2020-11-3 2:15,Micro AMD Ryzen 3 3100 - 4 NÃºcleos / 8 Threads 3.9Ghz AM4
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/786-micro-amd-a10-9700-quadcore-am4.html,10099.00,2020-11-3 2:15,Micro AMD A10 9700 QuadCore AM4
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/1386-cooler-cpu-water-cooling-thermaltake-30-riing-red-1x120mm-intelamd.html,10099.00,2020-11-3 2:15,Cooler CPU Water Cooling Thermaltake 3.0 Riing Red 1x120mm (Intel/AMD)
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/2140-micro-amd-athlon-3000g-yvega-3-dualcore-am4.html,6199.00,2020-11-3 2:15,Micro AMD Athlon 3000G +Vega 3 DualCore AM4
mothers amd fm2,https://www.gezatek.com.ar/tienda/mothers-amd-fm2/1514-mother-gigabyte-amd-e1-6010n-itx-ddr3-serieparalelohdmi-y-cpu-amd-e1-6010.html,6099.00,2020-11-3 2:15,Mother Gigabyte AMD E1 6010N ITX DDR3 Serie/Paralelo/HDMI + CPU AMD E1-6010
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/794-micro-amd-a6-9500-dualcore-am4.html,4699.00,2020-11-3 2:15,Micro AMD A6 9500 DualCore AM4
None,https://www.gezatek.com.ar/tienda/?busqueda=AMD,None,2020-11-3 2:15,None
