category,link,price,time,title
notebooks,https://www.gezatek.com.ar/tienda/notebooks/2142-notebook-lenovo-ip-s340-amd-ryzen-3-3200u--4gb--1tb-y-ssd-128gb--win10--14--81nb000gar.html,82499.00,2020-11-3 2:13,Notebook Lenovo IP S340 AMD Ryzen 3 3200U | 4GB | 1TB + SSD 128GB | Win10 | 14 | 81NB000GAR
notebooks,https://www.gezatek.com.ar/tienda/notebooks/2520-notebook-asus-m509da-amd-r3-3250u--4gb--1tb--156.html,69099.00,2020-11-3 2:13,Notebook ASUS M509DA AMD R3 3250U | 4GB | 1Tb | 15.6
notebooks,https://www.gezatek.com.ar/tienda/notebooks/1882-notebook-lenovo-ip-s145-amd-a6-9225--4gb--500gb--win10--156--81n3000dar.html,68799.00,2020-11-3 2:13,Notebook Lenovo IP S145 AMD A6 9225 | 4GB | 500GB | Win10 | 15.6 | 81N3000DAR
notebooks,https://www.gezatek.com.ar/tienda/notebooks/2128-notebook-hp-245-g7--amd-r3-2200u--4gb--1tb--14--win-10.html,66899.00,2020-11-3 2:13,Notebook HP 245 G7 | AMD R3 2200U | 4GB | 1TB | 14 | Win 10
notebooks,https://www.gezatek.com.ar/tienda/notebooks/2127-notebook-hp-245-g7--amd-a4-9125--4gb--500gb--14--win-10.html,63799.00,2020-11-3 2:13,Notebook HP 245 G7 | AMD A4 9125 | 4GB | 500GB | 14 | Win 10
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1822-micro-amd-ryzen-9-3900x---12-nucleos--24-threads-46ghz-am4.html,57399.00,2020-11-3 2:13,Micro AMD Ryzen 9 3900X - 12 NÃºcleos / 24 Threads 4.6Ghz AM4
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1816-micro-amd-ryzen-7-3800x---8-nucleos--16-threads-45ghz-am4.html,43599.00,2020-11-3 2:13,Micro AMD Ryzen 7 3800X - 8 NÃºcleos / 16 Threads 4.5Ghz AM4
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/1985-placa-de-video-sapphire-radeon-rx590-nitro-amd-50th-edition-8gb-gddr5-y-borderlands-o-ghost-recon-y-xbox-pass.html,33999.00,2020-11-3 2:13,Placa de Video Sapphire Radeon RX590 NITRO AMD 50TH EDITION 8Gb GDDR5
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/1838-placa-de-video-sentey-amd-radeon-rx580-8gb-gddr5-y-xbox-pass.html,33999.00,2020-11-3 2:13,Placa de Video Sentey AMD Radeon RX580 8Gb GDDR5
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/1737-cooler-cpu-water-cooling-deep-cool-captain-240-pro-argb-gamer-storm-intelamd.html,32999.00,2020-11-3 2:13,Cooler CPU Water Cooling Deep Cool Captain 240 PRO ARGB Gamer Storm Intel/AMD
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1821-micro-amd-ryzen-7-2700x-amd-50-gold-edition-am4-rgb.html,32899.00,2020-11-3 2:13,Micro AMD Ryzen 7 2700X AMD 50 Gold Edition AM4 RGB
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1489-micro-amd-ryzen-7-2700-octacore-am4-rgb-fan.html,32899.00,2020-11-3 2:13,Micro AMD Ryzen 7 2700 Octacore AM4 RGB Fan
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1040-micro-amd-ryzen-7-2700x-octacore-am4-wraith-prism-rgb-fan.html,32899.00,2020-11-3 2:13,Micro AMD Ryzen 7 2700X Octacore AM4 Wraith Prism RGB Fan
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/1738-cooler-cpu-water-cooling-deep-cool-castle-240-rgb-v2-gamer-storm-intelamd.html,30699.00,2020-11-3 2:13,Cooler CPU Water Cooling Deep Cool Castle 240 RGB V2 Gamer Storm Intel/AMD
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1810-micro-amd-ryzen-5-3600x---6-nucleos--12-threads-44ghz-am4.html,28599.00,2020-11-3 2:13,Micro AMD Ryzen 5 3600X - 6 NÃºcleos / 12 Threads 4.4Ghz AM4
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1731-cooler-cpu-deep-cool-fryzen-rgb-amd-tr4am4.html,27599.00,2020-11-3 2:13,Cooler CPU Deep Cool Fryzen RGB AMD TR4/AM4
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/2384-cooler-cpu-water-cooling-evga-clc-240-rgb-intelamd.html,27099.00,2020-11-3 2:13,Cooler CPU Water Cooling EVGA CLC 240 RGB Intel/AMD
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/2023-cooler-cpu-water-cooling-aerocool-pulse-l240f-argb-intelamd.html,26599.00,2020-11-3 2:13,Cooler CPU Water Cooling Aerocool Pulse L240F ARGB Intel/AMD
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/1781-placa-de-video-sentey-amd-radeon-rx570-8gb-gddr5.html,26599.00,2020-11-3 2:13,Placa de Video Sentey AMD Radeon RX570 8Gb GDDR5
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/2053-cooler-cpu-water-cooling-deep-cool-gammaxx-l360-rgb-v2-intelamd.html,26099.00,2020-11-3 2:13,Cooler CPU Water Cooling Deep Cool Gammaxx L360 RGB V2 Intel/AMD
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/766-placa-de-video-asus-amd-radeon-rx570-expedition-4gb-gddr5-y-borderlands-o-ghost-recon-y-xbox-pass.html,25499.00,2020-11-3 2:13,Placa de Video ASUS AMD Radeon RX570 Expedition 4Gb GDDR5
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/1780-placa-de-video-sentey-amd-radeon-rx570-4gb-gddr5.html,25499.00,2020-11-3 2:13,Placa de Video Sentey AMD Radeon RX570 4Gb GDDR5
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1361-micro-amd-ryzen-5-2600x-hexacore-am4.html,21199.00,2020-11-3 2:13,Micro AMD Ryzen 5 2600X HexaCore AM4
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1795-micro-amd-ryzen-5-3400g-quadcore-y-vega-11-am4.html,20999.00,2020-11-3 2:13,Micro AMD Ryzen 5 3400G QuadCore + Vega 11 AM4
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/2052-cooler-cpu-water-cooling-deep-cool-captain-240-v2-rgb-gamer-storm-intelamd.html,20899.00,2020-11-3 2:13,Cooler CPU Water Cooling Deep Cool Captain 240 V2 RGB Gamer Storm Intel/AMD
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/930-micro-amd-ryzen-5-2400g-yvega-11-quadcore-am4.html,20199.00,2020-11-3 2:13,Micro AMD Ryzen 5 2400G +Vega 11 QuadCore AM4
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/1736-cooler-cpu-water-cooling-deep-cool-gammaxx-l240-rgb-v2-intelamd.html,19699.00,2020-11-3 2:13,Cooler CPU Water Cooling Deep Cool Gammaxx L240 RGB V2 Intel/AMD
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1404-cooler-cpu-cooler-master-masterair-ma610p-rgb-intelamd.html,19099.00,2020-11-3 2:13,Cooler CPU Cooler Master MasterAir MA610P RGB Intel/AMD
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/2022-cooler-cpu-water-cooling-aerocool-pulse-l120f-argb-intelamd.html,19099.00,2020-11-3 2:13,Cooler CPU Water Cooling Aerocool Pulse L120F ARGB Intel/AMD
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/2375-cooler-cpu-water-cooling-thermaltake-aio-30-argb-120mm-intelamd.html,15999.00,2020-11-3 2:13,Cooler CPU Water Cooling Thermaltake AIO 3.0 ARGB 120mm (Intel/AMD)
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/2305-cooler-cpu-water-cooling-corsair-h55-120mm-intelamd.html,15899.00,2020-11-3 2:13,Cooler CPU Water Cooling Corsair H55 120mm Intel/AMD
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/2495-micro-amd-ryzen-3-3300x---4-nucleos--8-threads-43ghz-am4.html,15499.00,2020-11-3 2:13,Micro AMD Ryzen 3 3300X - 4 NÃºcleos / 8 Threads 4.3Ghz AM4
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/1735-cooler-cpu-water-cooling-deep-cool-gammaxx-l120-rgb-intelamd.html,14199.00,2020-11-3 2:13,Cooler CPU Water Cooling Deep Cool Gammaxx L120 RGB Intel/AMD
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1796-micro-amd-ryzen-3-2200g-quadcore-y-vega-8-am4.html,13799.00,2020-11-3 2:13,Micro AMD Ryzen 3 2200G QuadCore + Vega 8 AM4
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/2004-cooler-cpu-cooler-master-hyper-212-led-turbo-black-cover-intelamd-1x12cm.html,13799.00,2020-11-3 2:13,Cooler CPU Cooler Master Hyper 212 LED Turbo Black Cover Intel/AMD (1x12cm)
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/1837-placa-de-video-sentey-amd-radeon-rx560-4gb-gddr5.html,13399.00,2020-11-3 2:13,Placa de Video Sentey AMD Radeon RX560 4Gb GDDR5
vga ati / amd,https://www.gezatek.com.ar/tienda/vga-ati-amd/899-placa-de-video-sentey-amd-radeon-rx550-4gb-gddr5.html,11699.00,2020-11-3 2:13,Placa de Video Sentey AMD Radeon RX550 4Gb GDDR5
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1733-cooler-cpu-deep-cool-gammaxx-gt-tga-rgb-intelamd-asus-tuf.html,10599.00,2020-11-3 2:13,Cooler CPU Deep Cool Gammaxx GT TGA RGB Intel/AMD (ASUS TUF)
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1734-cooler-cpu-deep-cool-gammaxx-gt-rgb-intelamd.html,10399.00,2020-11-3 2:13,Cooler CPU Deep Cool Gammaxx GT RGB Intel/AMD
mothers amd fm2,https://www.gezatek.com.ar/tienda/mothers-amd-fm2/895-mother-gigabyte-ga-e3000n-itx-ddr3-serieparalelo-y-cpu-amd-e2-3000.html,7799.00,2020-11-3 2:13,Mother Gigabyte GA-E3000N ITX DDR3 Serie/Paralelo + CPU AMD E2-3000
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1732-cooler-cpu-deep-cool-gammaxx-gte-rgb-intelamd.html,7099.00,2020-11-3 2:13,Cooler CPU Deep Cool Gammaxx GTE RGB Intel/AMD
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/2093-micro-amd-athlon-240ge-yvega-3-dualcore-am4.html,6899.00,2020-11-3 2:13,Micro AMD Athlon 240GE +Vega 3 DualCore AM4
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1380-micro-amd-athlon-200ge-yvega-3-dualcore-am4.html,6899.00,2020-11-3 2:13,Micro AMD Athlon 200GE +Vega 3 DualCore AM4
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1730-cooler-cpu-deep-cool-gammaxx-c40-intelamd.html,6899.00,2020-11-3 2:13,Cooler CPU Deep Cool Gammaxx C40 Intel/AMD
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/102-micro-amd-a8-9600-quadcore-am4.html,6499.00,2020-11-3 2:13,Micro AMD A8 9600 QuadCore AM4
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1729-cooler-cpu-deep-cool-gammaxx-400-redblue-intelamd.html,5799.00,2020-11-3 2:13,Cooler CPU Deep Cool Gammaxx 400 Red/Blue Intel/AMD
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1728-cooler-cpu-deep-cool-gammaxx-300r-intelamd.html,5399.00,2020-11-3 2:13,Cooler CPU Deep Cool Gammaxx 300R Intel/AMD
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1725-cooler-cpu-deep-cool-ice-blade-200m-intelamd.html,5299.00,2020-11-3 2:13,Cooler CPU Deep Cool Ice Blade 200M Intel/AMD
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1727-cooler-cpu-deep-cool-gammaxx-300-intelamd.html,5099.00,2020-11-3 2:13,Cooler CPU Deep Cool Gammaxx 300 Intel/AMD
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/539-cooler-cpu-zalman-cnps9500a-led-amdintel-92mm.html,4799.00,2020-11-3 2:14,Cooler CPU Zalman CNPS9500A LED AMD/Intel 92mm
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/537-cooler-cpu-zalman-cnps5x-performa-amdintel-92mm-am4.html,4249.00,2020-11-3 2:14,Cooler CPU Zalman CNPS5X Performa AMD/Intel 92mm AM4
coolers cpu,https://www.gezatek.com.ar/tienda/coolers-cpu/1726-cooler-cpu-deep-cool-gammaxx-200t-intelamd.html,3549.00,2020-11-3 2:14,Cooler CPU Deep Cool Gammaxx 200T Intel/AMD
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1071-pc-gamer-armada--amd-ryzen-5-2600-y-8gb-y-rx5500xt-4gb.html,77499.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 5 2600 + 8GB + RX5500XT 4Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1557-pc-gamer-armada--amd-ryzen-3-3200g-y-8gb-y-gtx1660-super-6gb.html,76499.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 3 3200G + 8GB + GTX1660 SUPER 6Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1553-pc-gamer-armada--amd-ryzen-3-3200g-y-8gb-y-rx5500xt-4gb.html,74399.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 3 3200G + 8GB + RX5500XT 4Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/2268-pc-gamer-nvidia-kraft--amd-ryzen-3-3200g-y-8gb-y-gtx1650-super-4gb.html,72199.00,2020-11-3 2:14,PC Gamer NVIDIA Kraft | AMD Ryzen 3 3200G + 8GB + GTX1650 SUPER 4Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1762-pc-gamer-armada--amd-ryzen-5-2600-y-8gb-y-gtx1650-super-4gb.html,70599.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 5 2600 + 8GB + GTX1650 SUPER 4Gb
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/2153-pc-gamer-armada--amd-ryzen-7-3700x-y-8gb-y-gt1030-2gb.html,69499.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 7 3700X + 8GB + GT1030 2Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1075-pc-gamer-armada--amd-ryzen-5-2600-y-8gb-y-gtx1650-4gb.html,69099.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 5 2600 + 8GB + GTX1650 4Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1077-pc-gamer-armada--amd-ryzen-5-2600-y-8gb-y-rx570-4gb-y-xbox-pass.html,68599.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 5 2600 + 8GB + RX570 4Gb
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1074-pc-gamer-armada--amd-ryzen-7-3700x-y-8gb-y-rx550-4gb.html,68499.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 7 3700X + 8GB + RX550 4Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1993-pc-gamer-ryzen-pro--amd-ryzen-5-2600-y-8gb-y-rx570-4gb.html,67799.00,2020-11-3 2:14,PC Gamer Ryzen Pro | AMD Ryzen 5 2600 + 8GB + RX570 4Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1556-pc-gamer-armada--amd-ryzen-3-3200g-y-8gb-y-gtx1650-super-4gb.html,67499.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 3 3200G + 8GB + GTX1650 SUPER 4Gb
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1114-combo-actualizacion-pc-amd-ryzen-7-3800x-y-asus-b550m-a-y-corsair-16gb-2x8gb-ddr4-3000mhz.html,67099.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 7 3800X + ASUS B550M-A + Corsair 16Gb (2x8GB) DDR4 3000Mhz
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1547-pc-gamer-armada--amd-ryzen-3-3200g-y-8gb-y-gtx1650-4gb.html,65999.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 3 3200G + 8GB + GTX1650 4Gb
pc elite gamer,https://www.gezatek.com.ar/tienda/pc-elite-gamer/1552-pc-gamer-armada--amd-ryzen-3-3200g-y-8gb-y-rx570-4gb-y-xbox-pass.html,65499.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 3 3200G + 8GB + RX570 4Gb
notebooks,https://www.gezatek.com.ar/tienda/notebooks/2449-notebook-lenovo-s145-amd-a4-9125--4gb--win10--500gb--156--81n3000aar.html,64999.00,2020-11-3 2:14,Notebook Lenovo S145 AMD A4 9125 | 4GB | Win10 | 500GB | 15.6 | 81N3000AAR
pc hogar y oficina,https://www.gezatek.com.ar/tienda/pc-hogar-y-oficina/1773-pc-armada--amd-ryzen-7-3700x-y-a320-y-8gb-y-1tb.html,63799.00,2020-11-3 2:14,PC Armada | AMD Ryzen 7 3700X + A320 + 8GB + 1TB
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1122-combo-actualizacion-pc-amd-ryzen-7-3700x-y-asus-b550m-a-y-corsair-16gb-2x8gb-ddr4-3000mhz.html,61399.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 7 3700X + ASUS B550M-A + Corsair 16Gb (2x8GB) DDR4 3000Mhz
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/2505-micro-amd-ryzen-9-3900xt---12-nucleos--24-threads-46ghz-am4.html,58999.00,2020-11-3 2:14,Micro AMD Ryzen 9 3900XT - 12 NÃºcleos / 24 Threads 4.6Ghz AM4
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1121-combo-actualizacion-pc-amd-ryzen-7-3700x-y-asus-b550m-a-y-corsair-8gb-ddr4-3000mhz.html,57099.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 7 3700X + ASUS B550M-A + Corsair 8GB DDR4 3000Mhz
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/2606-micro-amd-ryzen-7-3800xt---8-nucleos--16-threads-47ghz-am4.html,45999.00,2020-11-3 2:14,Micro AMD Ryzen 7 3800XT - 8 NÃºcleos / 16 Threads 4.7Ghz AM4
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1540-pc-gamer-armada--amd-ryzen-5-3400g-y-2x8gb-y-vega-11.html,45599.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 5 3400G + 2X8GB + VEGA 11
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1066-pc-gamer-armada--amd-ryzen-5-3400g-y-2x4gb-y-vega-11.html,43099.00,2020-11-3 2:14,PC Gamer Armada | AMD Ryzen 5 3400G + 2X4GB + VEGA 11
pc basic gamer,https://www.gezatek.com.ar/tienda/pc-basic-gamer/1992-pc-gamer-ryzen-esports--amd-ryzen-5-3400g-y-2x4gb-y-vega-11.html,42299.00,2020-11-3 2:14,PC Gamer Ryzen eSports | AMD Ryzen 5 3400G + 2X4GB + VEGA 11
water cooling,https://www.gezatek.com.ar/tienda/water-cooling/2598-cooler-cpu-water-cooling-corsair-h100i-platinum-se-240mm-intelamd.html,41999.00,2020-11-3 2:14,Cooler CPU Water Cooling Corsair H100i Platinum SE 240mm Intel/AMD
pc hogar y oficina,https://www.gezatek.com.ar/tienda/pc-hogar-y-oficina/1772-pc-armada--amd-ryzen-5-3400g-y-a320-y-4gb-y-1tb.html,41399.00,2020-11-3 2:14,PC Armada | AMD Ryzen 5 3400G + A320 + 4GB + 1TB
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1123-combo-actualizacion-pc-amd-ryzen-5-3600-y-b450-y-16gb.html,40099.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 5 3600 + B450 + 16GB
procesadores amd,https://www.gezatek.com.ar/tienda/procesadores-amd/1815-micro-amd-ryzen-7-3700x---8-nucleos--16-threads-44ghz-am4.html,37899.00,2020-11-3 2:14,Micro AMD Ryzen 7 3700X - 8 NÃºcleos / 16 Threads 4.4Ghz AM4
combos amd,https://www.gezatek.com.ar/tienda/combos-amd/1117-combo-actualizacion-pc-amd-ryzen-5-3600-y-b450-y-8gb.html,36799.00,2020-11-3 2:14,Combo ActualizaciÃ³n PC AMD Ryzen 5 3600 + B450 + 8GB
